
1,University of OxfordUnited Kingdom,95.0,89.6,99.1,99.2,62.5,94.5
> 800,Pontifical Catholic University of ParanáBrazil,8.3—18.5,14.4,8.0,24.6,33.9,19.3
> 800,Pontifical Catholic University of ValparaísoChile,8.3—18.5,14.0,10.7,13.5,51.7,45.2
> 800,Prince of Songkla UniversityThailand,8.3—18.5,14.6,7.6,25.7,33.2,31.2
> 800,Riga Technical UniversityLatvia,8.3—18.5,15.8,10.3,16.2,38.9,24.5
> 800,Rio de Janeiro State University (UERJ)Brazil,8.3—18.5,20.9,10.8,17.8,49.2,17.8
> 800,Ritsumeikan UniversityJapan,8.3—18.5,15.6,8.5,12.8,33.5,24.3
> 800,Robert Gordon UniversityUnited Kingdom,8.3—18.5,15.0,9.6,15.1,33.0,63.4
> 800,SASTRA UniversityIndia,8.3—18.5,12.9,7.4,14.7,32.3,11.6
> 800,SRM UniversityIndia,8.3—18.5,14.9,7.2,7.1,32.6,14.8
> 800,Saitama UniversityJapan,8.3—18.5,19.1,11.0,22.8,33.3,22.6
> 800,Saitama Medical UniversityJapan,8.3—18.5,22.8,7.3,21.3,37.2,13.5
> 800,Samara State Aerospace UniversityRussian Federation,8.3—18.5,18.3,7.4,16.0,46.5,15.4
> 800,"University of Santiago, Chile (USACH)Chile",8.3—18.5,15.9,10.8,9.6,32.3,40.4
> 800,Sathyabama UniversityIndia,8.3—18.5,14.8,7.9,3.7,32.4,12.4
> 800,Sechenov UniversityRussian Federation,8.3—18.5,25.4,9.1,0.7,33.4,23.8
> 800,University of SeoulSouth Korea,8.3—18.5,22.0,8.7,20.1,33.0,21.2
> 800,Shaanxi Normal UniversityChina,8.3—18.5,16.4,9.0,21.7,32.1,14.5
> 800,Shahid Beheshti UniversityIran,8.3—18.5,18.9,14.8,14.8,53.8,15.1
> 800,Shanghai UniversityChina,8.3—18.5,18.1,14.7,19.8,44.5,16.0
> 800,Sheffield Hallam UniversityUnited Kingdom,8.3—18.5,16.6,10.3,19.7,32.5,48.6
> 800,Shibaura Institute of Technology TokyoJapan,8.3—18.5,15.8,8.4,6.9,34.6,17.1
> 800,Shimane UniversityJapan,8.3—18.5,22.5,9.1,10.1,35.4,17.3
> 800,Shizuoka UniversityJapan,8.3—18.5,17.4,12.2,15.0,36.2,22.7
> 800,Showa UniversityJapan,8.3—18.5,28.2,8.3,10.5,35.8,14.4
> 800,Siberian Federal UniversityRussian Federation,8.3—18.5,20.3,8.9,3.1,36.3,15.4
> 800,Sidi Mohamed Ben Abdellah UniversityMorocco,8.3—18.5,21.9,6.2,2.4,32.1,21.1
> 800,University of Silesia in KatowicePoland,8.3—18.5,17.1,7.7,22.7,32.1,21.8
> 800,Simón Bolívar UniversityVenezuela,8.3—18.5,15.8,11.3,16.8,0.7,39.2
> 800,Slovak University of Technology in BratislavaSlovakia,8.3—18.5,20.3,9.5,13.8,34.9,27.9
> 800,Sofia UniversityBulgaria,8.3—18.5,18.8,10.8,9.5,33.7,38.0
> 800,Sophia UniversityJapan,8.3—18.5,19.9,10.4,7.7,33.4,36.9
> 800,University of South AfricaSouth Africa,8.3—18.5,16.9,9.9,12.6,32.4,34.3
> 800,South Valley UniversityEgypt,8.3—18.5,12.5,4.4,22.2,32.1,43.5
> 800,Southern Federal UniversityRussian Federation,8.3—18.5,22.1,8.0,10.7,40.0,21.7
> 800,University of Southern MississippiUnited States,8.3—18.5,20.1,8.5,23.0,38.3,22.6
> 800,Southwest Jiaotong UniversityChina,8.3—18.5,18.1,12.1,5.8,76.5,18.5
> 800,State University of MaringáBrazil,8.3—18.5,16.9,9.9,5.1,32.5,13.8
> 800,University of TalcaChile,8.3—18.5,14.1,11.2,12.3,32.1,46.2
> 800,Tamkang UniversityTaiwan,8.3—18.5,13.4,11.2,12.2,34.6,23.0
> 800,Taras Shevchenko National University of KyivUkraine,8.3—18.5,29.5,10.7,5.7,32.8,30.5
> 800,Technical University of LiberecCzech Republic,8.3—18.5,17.8,9.6,3.7,35.7,28.8
> 800,Universiti Teknologi MARAMalaysia,8.3—18.5,14.8,8.6,11.5,32.4,15.9
> 800,University of TlemcenAlgeria,8.3—18.5,21.7,10.1,4.5,32.1,39.1
> 800,Tokai UniversityJapan,8.3—18.5,19.5,8.6,20.7,36.4,20.2
> 800,Tokyo Denki UniversityJapan,8.3—18.5,13.4,7.7,2.3,0.4,15.9
> 800,Tokyo University of Marine Science and TechnologyJapan,8.3—18.5,22.2,12.7,11.0,53.0,26.4
> 800,Tomas Bata University in ZlínCzech Republic,8.3—18.5,15.9,13.7,12.6,34.5,46.0
> 800,Tottori UniversityJapan,8.3—18.5,25.0,8.4,11.4,36.7,17.9
> 800,University of ToyamaJapan,8.3—18.5,21.4,12.0,17.7,41.9,24.5
> 800,University of Tunis El ManarTunisia,8.3—18.5,17.9,7.4,7.3,32.5,39.6
> 800,Ural Federal UniversityRussian Federation,8.3—18.5,22.2,11.2,8.6,38.1,20.0
> 800,Universiti Utara MalaysiaMalaysia,8.3—18.5,20.5,11.0,2.2,35.4,45.1
> 800,Utsunomiya UniversityJapan,8.3—18.5,16.2,8.3,8.2,34.0,23.1
> 800,V.N. Karazin Kharkiv National UniversityUkraine,8.3—18.5,21.2,8.3,2.4,32.4,50.8
> 800,VIT UniversityIndia,8.3—18.5,15.0,7.7,7.3,33.4,20.3
> 800,Voronezh State UniversityRussian Federation,8.3—18.5,19.2,7.0,1.3,34.1,23.2
> 800,VŠB - Technical University of OstravaCzech Republic,8.3—18.5,15.6,11.7,20.8,37.9,27.1
> 800,University of West BohemiaCzech Republic,8.3—18.5,15.8,11.1,19.8,35.9,24.5
> 800,Wuhan University of TechnologyChina,8.3—18.5,18.3,11.1,15.8,59.2,16.5
> 800,Xiangtan UniversityChina,8.3—18.5,13.3,8.9,31.5,36.4,14.6
> 800,Xidian UniversityChina,8.3—18.5,17.5,13.4,12.4,78.2,14.5
> 800,Yamaguchi UniversityJapan,8.3—18.5,21.5,11.5,11.9,41.0,20.3
> 800,Yazd UniversityIran,8.3—18.5,28.0,10.8,14.4,34.2,15.5
> 800,Yokohama National UniversityJapan,8.3—18.5,20.9,17.2,11.9,45.4,23.1
> 800,Autonomous University of YucatánMexico,8.3—18.5,19.0,6.9,12.0,32.9,27.5
> 800,Yıldız Technical UniversityTurkey,8.3—18.5,13.6,8.1,22.5,44.7,18.5
> 800,University of ZagrebCroatia,8.3—18.5,20.4,11.6,17.1,44.6,25.4
> 800,University of ZanjanIran,8.3—18.5,12.5,8.5,7.7,34.3,15.3
> 800,University of ŁódźPoland,8.3—18.5,15.9,8.3,14.1,32.3,21.5
